Score,Time,Summary,Text,Sentiment,AI_Sentiment_Score,AI_Sentiment
5,2010-03-16,Sinfully good!,These chocolates are my absolute favorite chocolate in the world and I used to have to wait for occasions to travel to Europe to get them.  Opening a box of these is like opening a treasure box.  Each ball when dissected reveals its multiple sinful layers--I love cutting them in half and appreciating their complexity before popping them into my mouth. Sometimes when I'm feeling particularly glutinous I just put a whole one in there and let it sit and melt for a couple of seconds before compressing it and eating it.  It's an amazingly satisfying feeling I get when I eat these. I have tried all kinds of chocolates (fancy ones from Brussels and the like) and I still love the Mozart balls the best!,Positive,0.9741,Positive
4,2010-08-18,needs more flavor,I use the cups on a lower cup level.  I make a smaller cup of this to get more flavor.  I've taste better.  I do like Gloris jean's coffee..this flavor is a little dull.,Positive,0.2006,Positive
5,2007-09-19,Quality Controlled for Safety,The reveiw by Evelyn jumped to the conclusion that all chicken tender products from China are bad when in fact it was only one retailers private label that was recalled.<br />I have used Smokehouse Chicken Tenders for years because of the low fat high protein snack that is great in the field.<br />When I first heard of the isolated problem I contacted Smokehouse to see if I need to be concerned. They said they have always quarantined and tested all imported ingridents for quality and contamination and only release those that meet their high standards. My dogs will continue to enjoy this great product.,Positive,0.5267,Positive
1,2012-01-05,Really nasty tasting stuff,I had heard a lot about coconut water and thought I would give this a try.  I wish I had tried a bottle locally rather than buying multiple bottles through Amazon.  The taste of this is really bad and has a cloying aftertaste.  If you haven't already tried this product I would recommend getting a small bottle from a local health food store first.,Negative,0.2748,Positive
5,2010-10-27,amazing what a little of this can do,i was never a believer in ready made ingredients.  I always thought it had to be from scratch to be good.  For the most part it remains true however Borsari seasoned salt is an amazing exception! How they mix it up i don't know; what i do know is that my food tastes so much better!  Glad to see it is on amazon!,Positive,0.9469,Positive
5,2004-04-10,Classic Condiment,Mae Ploy Sweet Chili Sauce is becoming a standard condiment on my dinner table. It has just the right blend of sweet and heat; Mae Ploy enhances the taste of all meat and fish foods. Catsup is almost a condiment of the past. Salsa and Mae Ploy are the answers!,Positive,0.7424,Positive
3,2012-07-27,Cherry tootsie pops,"They seemed to be very old.  I guess the shipper collects them but they are not stored well so they don't look fresh.  They are ""cloudy"".",Neutral,-0.5667,Negative
5,2011-07-24,Great Taste,"I've purchased the lemon, raspberry and shortbread cookies and liked them all. What I like the most about the brand of cookies is that they are not too sweet--perfect for my taste.",Positive,0.6486,Positive
4,2012-03-20,Pretty good cold,Got my package today so I opened it up then put one packet in a bottle of drinking water then put that in the fridge so it would get cold as thats the way I like to drink tea. Did the same to another packet & water bottle. A few hours later I decided to taste one of the cold bottles. A nice strength when added to a 16.9 oz bottle without being overpowering. I did shake the bottle before opening it of course. Good & tasty. Not too strong on the sugar & a nice mix of flavors. Be aware this will turn the water red in color which is not a problem. I might buy some of this when my box of 10 packets runs out. I'd say try this. You just might like it as I do!!,Positive,0.9342,Positive
5,2012-10-05,"Dogs love it, Wallet love it, I love it","I have 3 dogs with different needs and tastes and this is one of the few foods that meets them and basically one of the only ones I can afford.<br />My oldest (14) loves the lamb, my husky loves the glucosamine and the youngest farts less on this food which makes everyone happy.<br />I always try to find food with good ingredients and this meets that standard while staying one of the cheapest foods. I thoroughly recommend it!",Positive,0.9244,Positive
5,2011-03-01,Must-have,"Xantham gum is essential to any gluten-free baking. You can use guar gum but it just isn't as good. This is top quality product, and a little goes a long way. Most recipes only call for a teaspoon or two. An order of 6 8-ounce packages should last an average household two years (unless you bake bread twice a week, then it's only a year maybe :-) ).<br /><br />One caveat - this is a very fine dust and it is best handled carefully... unless you like a pricey haze of xantham around your kitchen.",Positive,0.9329,Positive
4,2012-09-26,"Seen better, I don't get as much juice","I was looking for a bigger quantity and switched from a 5 pound bag supplier. But for some reason this doesn't grow as evenly in the EasyGreen as the previous brand I used. It develops an overall thicker and bumpier bed of roots while some of the grains don't grow up quite as fast (without hydroponics or soil). Yields about 20% less juice. Considered all, it's still a good value and I sure like the container.",Positive,0.9209,Positive
5,2012-08-07,Staple item for me.,"Can never have enough of these in the cupboard. I typically buy two boxes at once... for each location (ie. work, home). Great for a little snack in between meals or just a healthy snack to nibble on. Can't go wrong with the original granola bar.",Positive,0.8923,Positive
5,2012-08-02,Much better and safer than rawhide,My dogs love these and so much easier on them than rawhide bones.  I buy these all the time!  And they love peanut butter flavor!,Positive,0.9195,Positive
5,2011-05-20,Good,Can't beat the price and convenience of buying online.  Don't have to waste gas and time going to the grocery store anymore for baby food.,Positive,0.3252,Positive
3,2012-06-13,Very large size,"There are huge boxes so if you're just cooking for yourself or a small family, beware.  They are about 6x bigger than the ones you'd see in an Asian grocery store (the small boxes with the same brand and packaging).  Flavor is alright but quite salty.  I bought this to make Ja Jiang Mian (the Chinese kind, not the Korean) because I couldn't find the black bean paste in my local stores.  These are yellow beans.  Fail on my part...",Neutral,0.25,Positive
4,2010-09-27,Good Tasting Water,There isn't much you can say about water - this stuff tastes good and the container size is handy to put in a portable fridge so you have nice cold water in the hotel room.,Positive,0.7152,Positive
1,2008-01-31,do you like water?,"i am a fan of the tassimo machine, and many of the t-discs.  however the signature blend should be retitled the signature bland.  perhaps i just look a fuller bodied coffee particularly in the morning, but this one was exceptionally disappointing to me... take note of the different roast levels posted on tassimos website before buying discs that cost about $.50-$.75 per cup...",Negative,-0.6236,Negative
3,2012-10-20,Not as good as the original,"This is the 2nd time Snickers tried this. The first time was in the late 80s/early 90s....except the product was called ""Peanut Butter Snickers"" not ""Snickers Peanut Butter"" and it was in a red wrapper not yellow. It was in a regular sized Snickers candybar. Lasted for awhile then became rare.<br /><br />This version...<br />Not bad, but what I dont like is the fact these come in squares, they are wider and small, they dont feel like a candybar at all. They are little snacks, but I dont understand the point of them selling them in just the small squares in every packaging variation. People sometimes want a full size candybar to fill them, but the snack squares are the only option they give though.<br /><br />It is nice they have this though because it is one of those flavors that should have always been around, since Peanut Butter and chocolate are one of the most populat combinations.",Neutral,-0.3464,Negative
4,2012-10-07,"Love Velveeta, but...","My family loves Velveeta. This is a good price for the big blocks of cheese. However, there is a little bit of a difference between the regular Velveeta and the 2%. I will stick to the regular Velveeta.",Positive,0.6908,Positive
5,2012-09-02,Sooo Good,I really love these bars.  I prefer them more than name brand candy bars and they are good for you!  They came quickly and I had no problems with signs of melting in transit as I had with other nutrition bars.  I will certainly keep buying.,Positive,0.7339,Positive
4,2007-10-27,Great for wheat breads.,"I add the gluten flour to whole wheat breads for rising and it works well.  Bob's products are always fresh and top quality.  I wish that this particular product came with other package quantity options.  I do not bake enough to warrant the four pack and have to  keep it stored in the freezer, then bring it to room temperature before using for (my recipe's) best results.",Positive,0.9022,Positive
3,2011-03-13,Maybe super food,"Chia seeds are hyped to be super foods. I haven't noticed any difference in my health after a couple of weeks. People tell me I should take these for a long time. How long? Beats me. I have a good diet, don't smoke etc. When I drink a Diet Coke, I get a lift immediately. I don't want to wait 6 months. I don't believe these would hurt you, but maybe I'm missing something here.",Neutral,-0.1806,Negative
1,2008-10-29,Got my hopes up for nothing,"I am in the process of switching over to a meat free diet.  I love Tom Gum Soup and I have been making it, with out Fish sauce.  It's delicious, but I heard that there is actually a Vegetarian version of fish sauce that I could use.  So I researched and found this.  I ordered it immediately, when I recieved it I was dismayed to find that it contained MSG.  A big No, No, for me. I never tried it so I don't know if it tastes good or bad.  Seeing MSG listed as an ingredient was enough for me.",Negative,-0.6428,Negative
5,2008-01-09,best snack ever!,these rice chips are far better than any rice chip or cracker I have tried. even the crumbs are good on salad!<br />definitely something to try if you never have!,Positive,0.7494,Positive
5,2012-08-10,Birthday surprise,Grandson and son-in-law were thrilled with their favorite ice cream topping from the ice cream store near their home. It simply made the birthday party a big success. They couldn't wait to pack the bag to take home.,Positive,0.9062,Positive
5,2010-10-17,Best Meal Replacement Bars,"Our family all eat bars of one sort or another with the exception of myself.  For medical reasons, I recently had to start being gluten free.  Eat isn't always easy to find gluten free food when you travel or are not able to bring your food with you.  I started looking for a bar to take along with me.  I had tried other on the go foods and finally found the raw revolution bar and I haven't looked back.  It is not only gluten free, half a bar satisfies me.<br /><br />My son plays a sport and competes at a high level.  He sometimes has very little time to eat and so has depended on gatorade G2 series, power bars, etc.  The first time he looked at this bar, he was turned off by the claim that it had ""raw ingredients"". Out of necessacity one day he tried the bar and really liked the taste and most importantly he found that it doesn't give him a high sugar high as the other bars did.  He has given up the other bars and finished my supply within a week.<br /><br />I found the bar expensive, and moreover found it was on backorder at the store I found it initially.  I was in Chicago and the Wholefoods there had it on sale for one dollar each....I brought back 2 boxes...these promptly disappeared from our cupboard. The wholefoods in our town couldn't order it and I was thrilled to find it on amazon and placed a recurring order with amazon at a price that is excellent compared to $1.95 I paid originally at the co-op store in town.",Positive,0.9752,Positive
5,2010-05-15,Yakisoba Order,"I am happy about my most recent order. I ordered fifteen cases of Yakisoba, and Amazon shipped them to my home by USPS.",Positive,0.6597,Positive
5,2012-05-24,"Great straight from the box, and healthy to boot!","I am always looking for a quick and easy but nutritious breakfast or snack for my family, so I welcomed the opportunity to try out these Cinnamon Quaker Oatmeal Squares. I've tried them now with milk for breakfast as well as just straight from the box, as has my family. The verdict? These oatmeal squares make a terrific snack for those times when you're hungry and need a little something to tide you over until dinner.  The squares have a satisfying heft and crunch to them, and it makes you feel like you're eating something substantial, even though the actual calorie count is highly reasonable.  The slight sweetening and added cinnamon make them taste gratifyingly close to an oatmeal cookie, only crispy.<br /><br />I had my husband (eats anything), daughter (sweet tooth), and son (notoriously finicky) sample the cereal as well.  Hubby liked it, but then again, he likes anything.  Daughter said she liked it, but ""it would be better if it had frosting.""  The biggest surprise was my picky son, who usually eats nothing but mac'n'cheese and PBJ sandwiches. He gave the oatmeal squares a big thumbs up, and I even spied him later in the pantry grabbing a handful.<br /><br />So I think I will stock this cereal regularly. I like that it provides a way of getting the health benefits of oatmeal into my kids, who shun the mushy hot stuff.  I like even more that it gives me something healthy but satisfying to point to as a snack when they come to me and say that they're hungry. It beats potato chips or crackers by a long shot.",Positive,0.9971,Positive
5,2010-10-03,My fav micrwave popcorn!,"I find most microwave popcorn very salty.  But Pop Weaver is not, even the extra butter kind.  They are available at discount store including Walmart.  Walmart sells the 24 pack for $5.  Excellent price and quality!",Positive,0.8988,Positive
5,2012-02-16,My Son's favorite for Pizza,"My son has celiac disease, and this is his favorite for pizza crust.  The seasoning is excellent, the taste and texture are wonderful.  Its easy to roll out compared to other pizza crusts, so he can get a fairly thin crust.",Positive,0.9231,Positive
2,2011-04-01,Yuck.,"I was hoping to find a good granola bar sans HFCS and Hydrogenated oils; Annie's usually makes such great stuff, so this seemed a real no-brainer.  Plus, chocolate, you can't go wrong!<br /><br />However... my daughter won't even eat these.  The oats seem raw, there isn't much sweetness, and they're somehow hard and chewy in a bad way.  They're just kind of weird.  I tried one and couldn't even finish it.<br /><br />Sorry, Annie's!  I still love you!",Negative,0.8103,Positive
5,2011-08-09,Virginia's Very Best Jumbo Water-Blanched Salted Peanut,"Royal Oak is the very best at this moment.  There are a dozen other brands that I have tried and, speaking as a former Virginian, this one is at the summit.  They are so large, so crunchy, and so tasty that you will insist on EATING THEM ONE AT A TIME.  The Royal Oak container is still a 40-ounce can, which was once the industry standard.  Many competitors have slipped to 36 ounces or even 32.  Be careful when you select others.  You may not be buying the number of peanuts you expected.  Don't accept any peanuts that were canned over six months ago, as they could be stale.  I am not connected with this company in any way, other than as a customer.",Positive,0.638,Positive
2,2012-03-11,Old Merchandise,"I ordered four containers and two were fine, but the other two were not. The bad treats had  a greasy coat on the sticks and when I tried to split the treats in half, they crumbled and fell apart. I am debating on whether to purchase another container because they are much cheaper online, but prefer the consistent quality of the retail store in my neighborhood.",Negative,0.634,Positive
1,2006-12-20,Onslow Says Yuck,My cat wouldn't touch this stuff. I wound up giving it to the ASPCA.,Negative,0.34,Positive
5,2012-09-06,best coffee ever,"I was having trouble finding a good everyday coffee for my new Keurig. I like a strong flavor, but all the ""bold"" ones I tried were too bitter, some even tasted burned. The ""not-bold"" ones were too weak. I decided to give the San Francisco Bay Fog Chaser a try because of the reviews, recommendations from friends, and I like their minimal packaging. This coffee is great! Exactly what I was looking for, a strong rich coffee flavor with no bitterness. Perfect for me!",Positive,0.9644,Positive
5,2011-08-06,Taste Great.,This is my 2nd favorite coconut water next to Zico this is a Tetra can with only top and bottom being aluminum.,Positive,0.5859,Positive
2,2010-11-20,not worth the money vey weak,"This was a very disappointing coffee.  It is very weak, I had to set my brew to a medium just to get any flavor from it and  large is very watered down. I would find something different before buying this again.",Negative,-0.7708,Negative
5,2011-04-09,Green Mountain Breakfast Blend K-cups,I buy K-cups all the time and it was nice to buy a double pack for less money than I would have paid in the store. The breakfast blend is not a bold coffee. Being rather mellow and not bitter and with no after taste. If you are looking for a mild tasting coffee this would be a good choice.,Positive,0.5644,Positive
1,2011-10-12,Sludge in your Coffee Pot!,"One word... disgusting! It isn't coffee, despite the product saying that it is! Plus, Amazon won't stand behind their labeling error and take the junk back!",Negative,-0.7412,Negative
5,2009-09-01,Super yummy snacks,Watch out because these snacks are addictive.  Very light with a mild cheesy flavor.  Bought them for my 2 yr old but can't keep dad out of them.  Like the fact that they are not loaded with artificial ingredients and not high in sodium.,Positive,0.5023,Positive
4,2010-07-10,Good but not Parampara's Best,"This curry is pretty good as food goes, which is to say it is better than most fast foods and the sort. But it is not quite up to the mark for an Indian curry. I find Parampara's Tikka Masala curry to be much better flavored than this one. Despite having the ""butter"" label, it did not taste particularly rich or buttery, actually the Tikka Masala curry tasted butterier than this one. The flavor is nice but not the best that I have eaten. Also, I missed much of the aroma that I associate with Indian food and felt the lack of spices somewhat. Overall, not bad, but definitely not the best.",Positive,-0.7919,Negative
5,2011-05-14,Best facial product,This has turned out to be one of the best facial products I have ever used.<br />I have bought some products for a much higher price that did not work as well.<br />It also has a very pleasant smell. I will try more of this manufacturer's products in the future.,Positive,0.8313,Positive
3,2011-05-28,Price has almost doubled!,I love these and bought them about 6 weeks ago from this seller for 22.75 with prime free shipping . They are now 39.99 plus almost 10 dollars in shipping WHich works out to about (4 per bag of chocolate chips.  I guess I will have get them elsewhere in the future - yeesh!,Neutral,0.8313,Positive
1,2008-03-14,These Are Yuck!,"I never tasted bagel snacks that are so awful tasting as these. Too bad I bought 2 of them. Poppy Seed flavor? I thought they have a fishy flavor to me. and like they say, they are twice baked.... just under burnt they are. YUCK.... at least my pigs do like them! They are a snack to them!!",Negative,-0.6419,Negative
4,2008-09-02,That's some zing!,"So far, I have thoroughly enjoyed all of the teas in the ""zinger"" series.  I like Celestial Seasonings in general.  Of course, the tea bags have no strings and that is something of an annoyance, but other than that, the teas are tasty and enjoyable.  Zinger really is a great description of the product.  It has a surprising and deeply flavorful taste and an aroma to match.  It is a great option for those who enjoy herbal teas.",Positive,0.9814,Positive
5,2011-09-20,"Sweet, but not too sweet","I've been a Splenda fan since it first came out.  I was excited, then, to get to be able to try Splenda Essentials No Calorie Sweetener with B Vitamins.  B Vitamins provide energy, something most of us need in this stressful, sleep deprived age we live in.  The consistency of Splenda with B Vitamins is the same as regular Splenda. It's almost like sifted powdered sugar.  It is very sweet by itself, but two Splendas in my tea turns out perfectly.  I don't taste any difference between Splenda and Splenda with B Vitamins.  The packaging of Splenda with B Vitamins is different, though.  The packets are foil lined and a lot thicker than the regular packets.  This means they hold up longer in your purse, but they are also a pain because you have to dump each one individually, rather than all at once.  I love Splenda with B Vitamins and highly recommend it.",Positive,0.8751,Positive
5,2011-02-02,So delicious!,"I am a huge fan of these. I first tried them out after seeing them at a local grocer, and quickly found that was addicted! they are seriously that yummy. My kids always beg me for some, too. Amazon doesn't have the best price, though, try a local big box store for the best price. Just be careful not to eat too many!",Positive,0.3502,Positive
5,2006-05-18,These are wonderful!,My son lives on these pretzels.  They are a life-saver as a snack for school or outtings.  He is very picky and I have to admit that they taste better than regular pretzels.  We are so grateful for such a tasty product.,Positive,0.8208,Positive
4,2011-12-10,morning treat!!,Coffee arrived in a timely fashion and is very good - bold flavor! It was a well received gift. I would purchase it again for another gift.,Positive,0.9226,Positive
5,2009-12-12,Pleasantly surprised!,"Expecting just a quick cup of coffee with limited flavor I was impressed with the quality of these K-cups.  Great flavor, bold and if you like your coffee strong, you will not be disappointed.",Positive,0.9456,Positive
5,2006-12-31,Yummy in so many different ways!,"These can be fixed so many different ways.  They go well with pasta or potatoes, they can be mashed with mayonnaise for a good sandwich spread, they can be mixes with condensed mushroom or cheese soup and heated for a good gravy, and I'm sure there are dozens of other good uses for them.  A good extra for a meal.  They're even good plain!",Positive,0.9531,Positive
3,2012-05-22,good coffee but NOT a 24-pack!!,"This variety of coffee came as a sample with my Keurig brewer and I LOVED it, so I ordered this from Amazon. When it arrived today I thought it rattled more than usual so I opened up the carton and dumped them out to count them -- only 22 in the package.  Looks like I'll have to re-order a couple of days sooner than I had planned.",Neutral,0.7297,Positive
5,2010-01-01,Perfect for anytime...,"I love all kinds of herbal tea, but this simple orange flavor is just delicious... perfect for any time.  I am so sad I can't find it, though.  I used to be able to buy it in my local grocery store, and now they don't carry it.  When I find it again, I'm going to stock up.  I have only six tea bags left!!",Positive,0.4112,Positive
5,2010-05-11,Wonderful Taste,"It tastes perfect. I like it.<br />You would ""feel"" the butter in the cookies.",Positive,0.7351,Positive
5,2012-05-17,Great for the teeth,"These bones are a great treat for our Beagle, Betty. They keep her busy and clean her teeth at the same time. Every vet check up is a ""clean teeth and strong gums"" report.",Positive,0.9382,Positive
5,2010-06-16,DOG LOVES IT,"My dog, a little maltese, loves this product.  She knows she will get it as a reward for doing her business on the wee wee pads.  Works every time to reinforce her behavior. I also received the product in a timely fashion thanks to Amazon.",Positive,0.8939,Positive
5,2008-08-01,Great product,I use to buy this at PetSmart...they no longer sell it so I decided to look for it on the internet...I am so glad that I found this on Amazon...My dogs love it... :o),Positive,0.874,Positive
3,2011-09-05,Good but...,"Maybe my expectations were too high. Heeding the warnings about adding too much I started with 8 oz of bottled seltzer and added a few drops. The taste was more of a hint than a true flavoring so I added a little more, figuring if I got the taste I liked I'd start from scratch and get a better measurement. It never happened for me. When I added enough to create some flavor I also found an aftertaste that was somewhat alcohol-y. Not a problem for most people but I strongly dislike the taste of alcohol so it's not good for me. Played with it some more and never got a satisfactory result. Into the fridge, back of the shelf.<br /><br />A couple of weeks later I came home with some diet orange soda. Thought I'd try it again and see if I could make some orange cream soda and voila! Delicious. I say this having only tried one 8 oz serving and I made it a little too sweet but I have no doubt that once I get the ratio correct I'll add this to any orange soda I drink from now on. I'll probably try it with other flavors too altho orange seems to be the sure thing.",Neutral,0.8223,Positive
5,2006-11-05,the best organic food bar on the market,"The Greens Plus Chocolate is the best food bar I have tried to date, surpassing even the Organic Food Bar Brand in my opinion.  The main constituents are dates and almond butter, but I feel that this product's effectiveness comes in the herbal supplements that aren't included in most other bars, such as bee pollen, milk thistle and echinacea. PLUS, who can resist the delicious chocolate coating? Whoever formulated this recipe was thinking about pleasing the palette AND improving the immune system, among other things.  It's a real treat and now is more affordable than ever.  I would recommend this to most people who are looking to improve health and increase energy.",Positive,0.9882,Positive
5,2011-10-14,Good coffee,"Good flavor.  Coconut flavor is subtle and not overpowering.  In comparison, there is another coconut coffee by Green Mountain in which the coconut flavor is overdone in my opinion.",Positive,0.4404,Positive
4,2006-09-16,For those cravings ...,"Very simple to prepare and very satisfying.  Strong lemongrass and ginger-like scent (guessing it's rhizome), but light on coconut flavor.  It's spicy, but not overwhelmingly so.  I also recommend adding more coconut milk in the preparation.<br /><br />The can says ""serves 2"", but it's a full meal for 1 served with rice noodles and toppings (veggies and/or meat).  It's perfect for those Thai noodle soup cravings!<br /><br />Ingredients as noted on the can: fish 40%, coconut milk 30%, red curry paste 10%, rhizome 10%, sugar 4%, salt 3%, spices 2%, msg 1%",Positive,0.9325,Positive
1,2012-01-04,"Doesn't taste like bacon, isn't very good","These croutons don't taste at all like bacon, and should not be allowed to be advertised as such.  They taste like really crappy BBQ.  The quantity is fine and they are an OK deal, so I'm not sure I'll follow up on a return, but they do not taste very good, and definitely not at all like bacon.  Don't bother.",Negative,0.7977,Positive
4,2011-03-21,"Tasty, but NOT as pictured or labeled!","These are really, really tasty, with just the right amount of smoke flavor. I think someone said they are ugly, but really they're not. Plus, they give your brain a great boost, so you feel good after eating them. The smoke flavor was just right for eating over rice, but in sushi (to make unagi rolls), the smoke was too overwhelming. For making unagi rolls, I'd recommend finding something that is not smoked, or they won't taste like sushi anymore.<br /><br />The only thing is they are NOT as pictured. The case arrived, but they were packed in SOYBEAN oil, NOT cottonseed oil as it says in the product description. I called Amazon, and they were great about sending out a replacement, thinking it was just the wrong item shipped. But the new case arrived the same: different color label, and packed in soybean oil. This would not be a big deal for most, but I ordered these SPECIFICALLY because my husband is allergic to soy. I contacted the company (Roland), and the woman I spoke with seemed surprised at the discrepancy and promised to call me back with an answer the next day as to whether these were mislabeled, or if they're really packed in soy. She never called back.<br /><br />So, these are tasty and great, but BUYER BEWARE they are swimming in SOYBEAN OIL. NOT allergy-safe.",Positive,0.9796,Positive
5,2010-04-07,Oragnic and great,"A great company and well priced organic chocolate. The Cherry is very good, not overpowering. This is one of my favorite flavor of thier chocolates I have had so far (Blueberry,Peanut Butter, Milk Chocolate, and Dark Chocolate).",Positive,0.908,Positive
5,2010-01-19,Decaffeinated French Vanilla Tea - yummy,"This tea is wonderful and soothing, and even more soothing to get it shipped to the house!  I have found it hard to find decaffeinated tea in the grocery store, so this is much easier.",Positive,0.8748,Positive
5,2012-06-02,Crunchy almond treat with a sassy Jalapeno kick!,"Rather than just eat chips for a snack I love the Blue Diamond Almond snacks.  This is one of my favorite flavors and the only problem is that they are hard to stop eating.  They have a nice rich smoky flavor and the jalapeno is just enough of a spicy kick to make these almonds taste better.<br /><br />The nice thing about this treat is that they have only 1 gram of sugar while giving you 6 grams of protein and 3 grams of fiber.  They are a healthy snack and you get Vitamin E, magnesium and calcium in every serving.  This particular flavor does have 180 mg of Sodium (7% of a daily 2000 calories diet) per serving but they really taste good!  Just make sure that you only count our 28 almonds and eat one portion for 170 calories.  It is really hard to do and they taste so darn good!",Positive,0.9733,Positive
5,2010-07-09,Discount Store quantity at huge discount,"The price per packet is a huge savings. The package and cost is similar to warehouse club stores without the additional cost of that membership. Excellent price, quick ship, and will be buying again. Thanks Amazon!",Positive,0.8718,Positive
1,2011-09-27,Bait & Switch,"**Vine Voices will receive a total of 3 Lickety Stiks in separate flavors; Savory Bacon, Braised Liver, and Savory Chicken**<br /><br />Above is the description given for the Lick Sticks and the reason that I made that choice. What I received is one lick stick, not three. My Dobie loves Bacon and Liver so I was really looking forward to receiving both and figured he may be interested in the chicken as well. When I opened the envelope and saw just one lick thing I looked at the shipping invoice and it said that the one stik was bacon flavor. So, although puzzled at the lack  of the other two stiks I figured that at least he was getting to lick one of his favorite flavors. Not to be. The tiny bottle, about the size and apprearance of a small roll-on deodorant stick, was labeled ""Savory Chicken Flavor"". I figured I would give it a try and held it for my Dobie to lick. He gave me a scornful look indicating that he failed to find it ""Savory"" and walked away. I tried several more times but he began to give me a look that meant his patience was running thin. He is a large Dobie and very strong so I heeded his message and apologized by giving him a treat that ensured his forgiveness. The lack of receiving three sticks, the shipping invoice labeled as bacon flavored and the actual tiny bottle of disgusting chicken something are all a mystery to me.",Negative,0.8793,Positive
4,2008-12-21,Dieter's Dream,"If you are on a diet or looking to cut calories and fat, Fiber One's line of snack bars will be a dream come true. The chocolate and caramel ones are on the sweet side, so go for Peanut Butter if you can't handle such a sweet taste. I don't care for the apple flavored ones because of their plastic, fake taste and haven't tried strawberry.<br />These bars contain 35% of your RDA for fiber which is great! They should not give you digestion issues unless you get very little fiber normally or if you eat more than one a day. But do pay attention to the ingredient and nutrition lists. This is not health food! They are high in sugar, carbs, and have ingredients like shellac, ethanol, and hydrogenated oil. This is junk food that happens to have some redeeming qualities.<br />5 stars for taste and 3 for health factors. Overall, I give it a 4.",Positive,0.7763,Positive
1,2011-09-03,4lbs for this price!,I found this coffee at Costco online for 42.00 for 2 bags of 2lbs each.  I had to go to decaf and wanted to elimate the chemicals while I was at it.  Amazon needs to check why the big price difference.,Negative,0.1779,Positive
5,2011-05-09,the secret is out,"i had this cake and gushed over  ""i can tell it's homemade"".  hard to find at any stores....thankk goodness for amazon!",Positive,0.5562,Positive
5,2008-10-14,Great solution for our family,"Although it seems like it might cost a little more to get individual servings, this was a great solution for our family, which includes two teenage boys who love Pops.  I got very tired of throwing away cereal that got stale very quickly.  My teenagers wouldn't eat it and I threatened not to buy cereal anymore.  It is also helpful with portion control.  Each portion is stays fresh until it's time to eat.  In the long run, it has saved grocery money. Will definitely be ordering again.",Positive,0.9478,Positive
5,2010-09-26,Great Capers!,The capers are terrific!  Way below what you would spend in the grocery store.  Company was fast and true to description.,Positive,0.7345,Positive
5,2011-03-11,"Sugar Free, Salty Goodness","I love these soy crisps.  They are the perfect salty crunch.  I have a hard time finding snack foods that don't have wheat, corn, or some sort of sugar sweetener in them.  But these fit the bill.  They are *very* salty, tho. I like them that way, but if you're not used to it and can be kindof surprising.",Positive,0.9093,Positive
4,2011-12-05,Loves but didn't last,We have a golden doodle who is a strong chewer. His nylabones usually last but he chewed this one in half in about a week. He absolutely loves this toy though. It is his favorite even a month later when he only has a part of it left. If he wasn't such a strong chewer I would definitely get this toy again.,Positive,0.9667,Positive
1,2009-03-02,No effect for me,"I bought a 2-pack of the orange flavor 5 hour energy drink at Wal-Mart.  I tried one bottle in the afternoon, the other 2 days later in the morning.  I drank the whole bottle, but saw no real change.  I don't drink coffee, so I can't imagine I have made myself insensitive to caffeine.<br /><br />The orange flavor tasted fine though.  Kind of like orange drink in elementary school.  It sounds like other reviewers don't like the berry or lemon-lime.",Negative,0.81,Positive
5,2012-07-18,Low Carb Snack Crackers,"These crackers are not only 1 carb each, but they are crunchy and taste great. Whether alone as something to snack on or with cheese or humus, they are really good.",Positive,0.8569,Positive
4,2009-02-07,Purchased for Christmas Present,This was purchased as a Christmas present.  It arrived on time and was delicious.  Would order again.,Positive,0.5719,Positive
5,2007-09-21,Gimborn Pro-Treat Liver,My little dog loves these treats. Besides rewarding my dog I crash treats and mix it with medicine. It works great.,Positive,0.849,Positive
5,2010-11-18,My favorite tea.,"[[ASIN:B000CQE3NM Stash Premium Moroccan Mint Green Tea, Tea Bags, 20-Count Boxes<br /> (Pack of 6)]]<br />  I love this tea. I was having trouble finding it. I am very happy that I can buy it through Amazon.",Positive,0.8016,Positive
5,2012-05-14,Great Coffee!,"Really good coffee, robust, but smooth also, and it's Fair Trade!  And less expensive than grocery store Fair Trade coffee.",Positive,0.845,Positive
4,2011-05-23,Hmm Hmm Pretty Good,"I love cereal.  And I especially love the honey flake cereals.  I haven't found one yet that rate 5 stars, but I'd say <a href=""http://www.amazon.com/gp/product/B0044CPA28"">Crunchy Nut Golden Honey Nut</a> came pretty darn close.<br /><br />With it having ""crunchy"" in the title, I expected it to hold up a little longer under milk.  And while it did seem to stay crunchy longer than similar types, it just didn't quite live up to the expectations associated with its name.<br /><br />The nut clusters are smaller than other like cereals, but it did not distract from the taste.<br /><br />Overall, I'd say that Kellogg's Crunchy Nut will find it's way onto my shopping list quite regularly.",Positive,0.9335,Positive
5,2012-09-04,Want to feel good about what you're eating and ENJOY it?,"I love this snack bar.  I'm not even sure what to call it.  Candy Bar?  Snack Bar? It is my go-to snack when I want something sweet.  It is so much better than a candy bar.  The flavors are so good and of high quality, and you feel good about what you're eating.  I love it for what it has...the healthy nuts and dark chocolate...and for what it doesn't have...the artificial junk and high fructose corn syrup.  This is the best, good for you snack I've found.  Highly recommend it.",Positive,0.9871,Positive
5,2012-04-26,Delicious!,"My husband is addicted to chai tea lattes, and paying $5.00 a day at the coffee shop is not an option. Big Train was a good choice. Very flavorful, much better than liquid chai tea mixes Especially good made with milk.",Positive,0.8387,Positive
